text,label,source_product,source_sub_product,source_issue,source_sub_issue
Can not log in or access my account and cant get help on the phone to access or log in. Hung up on or transferred to ghost extensions over and over again today. Drove to bank for help. Nobody can give me access to my online account. Customer service online says to go to branch and branch says to go online.,account_management,Checking or savings account,Other banking product or service,Managing an account,Problem accessing account
"Tuesday, XX/XX/XXXX at XXXX XXXX  i received an email from WELLS FARGO stating that they were unable to approve "" my '' application for an Everyday Checking. I do not have a WELLS Fargo account, nor did i attempt to open one. 
On the same day a few minutes later i received another email again from Wells Fargo, stating "" my '' account is ready to use, Everyday Checking has been opened with a {$320.00} Bonus offer. 
Shortly after i received a 3rd email stating to Track "" my '' application with a code that was given.

I at first thought it was spam, but then Today, Thursday, XX/XX/XXXX, i received another email from Wells Fargo telling me to sign on to start banking in the app. And again at XXXX XXXX, a welcome to XXXX email from Wells Fargo, stating that i was now enrolled and can start sending and receiving money. Then a couple more emails right after saying that my phone number has been changed and my delivery preference was changed for 2 accounts. I then went physically to the nearest Wells Fargo to verify if this was true and to close those accounts. Accounts were closed around XXXX XXXX  today.",account_management,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge
"I am filing a complaint against Cash App regarding the wrongful closure of my account and failure to properly investigate reported fraudulent activity. 

I contacted Cash App support to report suspicious and unauthorized activity on my account, including Bitcoin-related transactions and an unexpected large transfer attempt. Instead of assisting me or investigating the issue, my account was closed for suspected fraud. 

Cash App later claimed that I submitted an appeal on XX/XX/year>. This statement is false. I did not submit any such appeal, and I have no record of it. This raises serious concerns that my account activity may have been misattributed, compromised, or improperly reviewed. 

Despite multiple attempts to resolve this directly with support, they have refused to provide : - Specific details of the alleged violation - Documentation of the supposed XX/XX/year> appeal - A meaningful review of my case They have stated their decision is final without providing sufficient explanation or evidence. 

I am requesting : - A full and accurate review of my account - Documentation supporting their claims - Reinstatement of my account if no valid violation is found - An explanation of how my fraud report resulted in account closure This situation has caused me financial concern and loss of access to my account, despite acting in good faith to report suspicious activity. 

I request that this matter be formally investigated.",account_management,Checking or savings account,Checking account,Managing an account,Problem accessing account
"In XX/XX/year>, I discovered an unauthorized transaction of approximately {$6000.00} on my Capital One checking account. The transaction appeared to be related to a cryptocurrency purchase that I did not authorize and had no knowledge of. 

I reported the transaction to Capital One as soon as it cleared and filed a fraud dispute. Capital One initially issued a provisional credit while they conducted an investigation. 

After approximately two months, Capital One reversed the provisional credit and determined that I was responsible for the charge, without providing sufficient explanation or evidence to support their decision. 

I did not authorize this transaction, did not provide my card information or consent for this purchase, and I am a victim of fraud. I requested details regarding their investigation and the basis for their denial, but I was not provided with clear or adequate documentation. 

As a result, my account has been left with a negative balance of approximately {$6000.00} for a transaction I did not authorize. I am requesting that Capital One properly investigate this matter, provide documentation supporting their decision, and remove this charge from my account. 

I am also requesting that I not be held liable for this unauthorized transaction under applicable consumer protection laws.",account_management,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card
"I initiated a transfer from my XXXX by Goldman Sachs account to my personal account at XXXX XXXX after my XXXX XXXX XXXX account was officially closed ( opened in XX/XX/XXXX and closed in XX/XX/XXXX ). 

Since initiating the transfer, the transaction has been repeatedly reversed without any valid explanation. 

I have completed all requested identity verification procedures multiple times. On XX/XX/XXXX a conference call was conducted with a representative from XXXX XXXX  XXXX, during which it was confirmed that my account is closed. This confirmation was clearly communicated to XXXX. 

Despite this, the transfer continues to be reversed. Each time I contact customer support, I am asked to provide the same information again, which has already been verified. 

As of now : - My transfer has not been completed ; - My funds remain unavailable to me ; - I have not received any clear written explanation for these repeated reversals. 

This situation is preventing me from accessing my own funds and has caused significant inconvenience. 

I am requesting immediate processing of my transfer, a written explanation for the repeated reversals, and a clear timeline for resolution.",account_management,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed
"I opened a platinum business checking account in early XXXX because they had a {$1200.00} promotion going on. On XX/XX/26, I called and asked if I had met all the requirements to get the {$1200.00}. The business banker lady on the phone ( XXXX ), counted all my transactions and read the terms and she determined that all requirements of the promotion were fulfilled and I should expect the {$1200.00} in a couple weeks. It is now XX/XX/26 and I called US Bank business center and spoke to a manager and she said it is not likely I would get the promotion because my balance dipped below {$25000.00} on XXXX. It had only dipped below because I allowed my contractor to cash a check because I believed I was all cleared to receive the {$1200.00} already. I was already ensured by the business banker on XX/XX/26 that I met the requirement a while ago already and just had to wait for the funds to hit. It sounds like I am not getting the {$1200.00}. That was the whole purpose I signed up for the account.",account_management,Checking or savings account,Checking account,Opening an account,Confusing or missing disclosures
"I am filing this complaint because XXXX XXXX disclosed account information to an unauthorized person, acted on a Power of Attorney ( POA ) before receiving it, and continued treating a former POA as an authorized party years after his authority terminated. These actions involve unauthorized disclosure of nonpublic personal information and failure to safeguard a vulnerable consumers accounts, and they have caused ongoing harm to me personally. 

XXXX XXXX acted on a POA before it was on file. 
In documents XXXX XXXX produced on XX/XX/XXXX, the banks internal records show : A Change of Ownership was processed on XX/XX/XXXX, signed by my brother as POA. 

The banks own internal note states : POA docs recd XXXX. 
This means XXXX XXXX processed a major ownership change based on a POA it did not yet have on file. 

The POA did not authorize the transactions XXXX XXXX approved. 
The POA did not authorize creating a trust, transferring assets into a trust, changing IRA beneficiaries, or any selfdealing. Despite this, XXXX XXXX accepted : an irrevocable trust created and controlled by the former POA for his own benefit ; an IRA beneficiary change form signed by the former POA, even though the POA did not grant authority to change beneficiaries ; and other selfbenefiting transactions. 
XXXX XXXX never contacted my father to verify these changes or confirm that the POA authorized them. 

XXXX XXXX allowed rapid, selfbenefiting withdrawals and transfers as soon as it received the POA. 
Internal records show that on XX/XX/XXXX, XXXX same day XXXX XXXX first received the POAit allowed the former POA to begin transferring funds and exercising control. Between XX/XX/XXXX and XX/XX/XXXX, he liquidated approximately {$93000.00} from my fathers IRA, transferring XXXX of XXXX  of dollars into his own accounts and withdrawing large amounts of cash. These were classic red flags for elder financial exploitation, but XXXX XXXX did not intervene or apply heightened scrutiny. I am attaching statements that show how quickly and how much money was removed once the POA was accepted. 

XXXX XXXX continued sending account statements to the former POA into XXXX. 
The XX/XX/XXXX production included a XXXX bank statement addressed to my brother, listing him as POA, even though : my father died in XX/XX/XXXX ; the POA terminated at death ; and I asked XXXX XXXX in XX/XX/XXXX how to remove him. 
Continuing to send statements and list him as POA years after his authority ended is an unauthorized disclosure of my fathers nonpublic personal information to an unauthorized person. 

XXXX XXXX disclosed my private inquiries to the former POA. 
A XX/XX/XXXX email from my brother shows that XXXX XXXX : contacted him directly ; told him that I had contacted the bank ; and gave him information about the trust that the bank refused to give me. 
He had no authority after XX/XX/XXXX, yet XXXX XXXX shared my private inquiries and account information with him. 

XXXX XXXX withheld accurate information from me while continuing to communicate with an unauthorized person. 
From XXXX through XXXX, XXXX XXXX : refused to provide me accurate account information; misled me about the status of accounts; concealed the existence of accounts opened and administered after my fathers death ; and continued treating the former POA as the decisionmaker instead of communicating with me as the person seeking information and, later, as XXXX Representative. 

I notified XXXX XXXX, and they did not correct these issues. 
On XX/XX/XXXX, I notified XXXX XXXX in writing that : they acted on a POA before receiving it ; they allowed unauthorized selfdealing transactions, including an IRA beneficiary change and large withdrawals ; and they continued sending statements to the former POA in XXXX. 
XXXX XXXX has not properly investigated or corrected these issues and continues to minimize or mischaracterize them. 

Request : I am asking the CFPB to review XXXX XXXX handling of my fathers accounts and my inquiries, including : its unauthorized disclosures of nonpublic personal information to a former POA after his authority terminated ; its failure to update account authority and safeguard information after notice of death ; its decision to accept an IRA beneficiary change and selfbenefiting transactions that were not authorized by the POA ; and its refusal to provide me accurate information while continuing to treat an unauthorized person as the account authority. 

I also request that XXXX XXXX be required to provide a complete explanation and documentation regarding : the XX/XX/XXXX ownership change ; the IRA beneficiary change ; the withdrawals and transfers that occurred immediately after the POA was accepted ; and the continued listing of my brother as POA and mailing of statements to him into XXXX.",account_management,Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed
"There have been overwhelming issues and concerns with the management of and access to my Wells Fargo accounts and related information since I opened these accounts in XXXX, inconsistent with banking practices absent explanation. 

After opening my accounts at Wells Fargo, I contacted the Social Security Administration ( SSA ) to switch over my direct deposit. When the deposit wasnt received, I contacted the SSA, and they informed me they had no record of my phone call providing them with my new banking information and address. 

When opening my accounts, I designated my sons as beneficiaries ( payable on death ) only to learn years later, that someone else accessed and changed this information without my knowledge, consent, permission, or court order of any kind. Wells Fargo staff didnt know what happened. 

On multiple occasions, I observed issues with the banking app deleting my saved biometric log in data, requiring me to reset my credentials. Countless times, the app would not log in as if it couldnt connect to my phone network or it would spin for a length of time delaying my log in. 

Since opening my accounts, I placed endless phone calls to Wells Fargo customer service notifying them of concerns with accessing and managing my accounts. I notified them that I had experienced severe long term stalking, harassment, fraud, theft, mail theft, etc., that this had affected my consumer credit status as well. Wells Fargo didnt respond or provide me with any information. 

Last Fall XXXX, I was notified that I had unclaimed property from both the State of VT and State of NH Treasury offices for nominal sums. I observed harassment from the State of VT when obtaining my check, when they reported their office was closed due to a propane leak and I couldnt pick up my check. When I was able to pick up my check the following day, I deposited the check via mobile deposit to Wells Fargo, and it was rejected as invalid. I contacted the State of VT, who insisted the check was fine. 

When I stopped at the State of NH Treasury office in XXXX, NH, with my claim paperwork, the clerk was suspicious of me. She wanted to know how I obtained the information about my unclaimed property, where I got the claim form, how it was completed, and refused my identification as invalid. I had all of my vital records on my person, reported aggravated stalking, harassment, theft, and she refused to release my property. 

Several times I observed duplicative charges and provisional credits on my checking account absent explanation. When I tried to get the information about what happened, it was declined. 

When I obtained a replacement debit card for this reason, I requested the debit card be mailed to the Wells Fargo branch for significant ongoing security reasons. They declined and had it mailed to the hotel I was staying at briefly where I had endured stalking and harassment. They declined to restrict the delivery to only my signature. I received the card as scheduled. 

There were several issues with the documentation of my address despite repeated efforts to notify my bank and ensure they had the correct information. They changed my physical address on my account to a hotel in XXXX, SC. I confirmed with them several times my updated mailing address and requested that no communication be sent to any other address due to egregious conduct and concerns that I wasnt able to access or address despite exhaustive effort. 

Wells Fargo refused to change the physical address unless I had proof of another legal address. I notified them several times of the situation and had requested reasonable necessary accommodation for an alternate physical legal address per their requirements. They had no suggestions and told me to contact a branch. 

I stopped at a Wells Fargo branch and they had me wait to speak with the bank manager who never got off the telephone. While waiting in the lobby, I called Wells Fargo customer service and the woman gave me the run around on the phone about policy and procedure, how my XXXX XXXX couldnt be used as a physical address, kept telling me she didnt understand what I was asking for, acted like she was trying to help me when it was the opposite, intentionally escalating the conversation on purpose, said they couldnt DELETE the hotel address and proceeded to get caught up in the differentiation between the words update and change/delete. I could have said remove or replace, none of which mattered and seemed to be tactical means of avoiding the issue of address clarification/safety/security/etc. 

Upon leaving the branch, adding insult to injury another staff person seemingly came out of nowhere asking if I was ok and needed help. The manager never came out of his office and remained there in his office with the door closed the entire time. This was an ongoing pattern of behavior and treatment towards me by Wells Fargo, soliciting information repeatedly despite reports, transferring me to multiple persons or departments over and over, attempting to confuse me and/or deny legitimacy of reports, refusing information and resolution at each interface, and proceeding to act like there was something wrong with me. 

I attempted to communicate with the bank through my online account messaging but there was no option to do so. When I requested to know why I couldnt send an email through my account, they told me to send website feedback or call them. 

Wells Fargo sent me a couple of secure email messages, but when I attempted to access these emails, it sent me several different access codes which either didnt work, or I had to enter the information several times on my phone. The letter they provided me from their enterprise department, contained little to no information whatsoever. 

Last XXXX XXXX, a relative sent me a small amount of money via domestic wire to secure a place to live. This included 1 months rent and the security deposit. When I tried picking up the funds, I was refused a release of the funds absent explanation. They refused my relative an explanation, told her to send the wire a second time and again refused to release the funds or an explanation. 

Last Fall, I received a code on my phone that I didnt recognize while staying at a hotel. When I attempted to retrieve the code and find out what it was for, it wasnt accessible. 

Ive been locked out of my SSA account for years absent explanation. When I attempted to update my contact information, it either wouldnt save or my account would be overridden. It notified me of a 2 factor authentication sent to someone elses phone whom I did not know, have access to, nor did I have a relationship with the person. When I was finally provided with the name of the person associated with the phone number locking me out of my account, it was reported and ignored. I spoke with the SSA on multiple occasions about this situation. 

I completed a checking deposit at the Wells Fargo drive through, and the teller asked me if I was making a mortgage payment. I asked what she was talking about and her response was, oh my mistake. 

Around that same time, I was reviewing and addressing my consumer credit status. XXXX XXXX reported a HELOC loan that I was never notified of and when I attempted to get more information, it was declined. 

While trying to make reports and/or access assistance and/or protection services, I was refused. Several agencies with expertise in complex stalking and related matters transcending multiple states, jurisdictions, and platforms, would tell me good luck, that must be hard/frustrating, we dont have any resources, and use other placating tactics. 

This has affected my IRS tax returns as well when I was locked out and provided no information concerning my account. When I filed reports with the IRS, they declined ever receiving them. I contacted them multiple times and was declined information. They would transfer me from one department to another or disconnect the call. 

This conduct is not the result of an XXXX XXXX, altered mental status, or cognitive decline. These activities are consistent with extreme organized violence towards me, including deliberate, structured, staged, strategic egregious legal, civil, and human rights violations.",account_management,Checking or savings account,Checking account,Managing an account,Problem accessing account
"I am submitting this complaint regarding Robinhoods failure to honor the advertised 3.5 % APY on its XXXX XXXX account, which I relied upon when transferring funds into the account. 

In XXXX, as a subscriber to Robinhood XXXX, I enrolled in Robinhood Banking after reviewing the advertised terms for its savings accounts. At the time of enrollment, Robinhood clearly represented that its XXXX XXXX account offered a 3.5 % APY. The platform also described two account tiers : XXXX ( for balances under {$100000.00} ) and XXXX ( for balances over {$100000.00} with additional requirements, including {$1000.00} per month in direct deposits ). 
No requirement for direct deposit was disclosed in connection with the XXXX XXXX account APY. I have retained a screenshot confirming these representations. 

In reasonable reliance on these advertised terms, I transferred my savings from my XXXX XXXX XXXX XXXX XXXX Account to Robinhood in order to obtain the higher 3.5 % APY.

After approximately two months, I discovered that my account was no longer receiving any APY. When I contacted Robinhood customer support, I was informed that maintaining the advertised APY required at least {$1000.00} per month in direct deposits. I explained that I am self-employed and not eligible for traditional direct deposit. I was then told that manually transferring funds would satisfy the requirement. Relying on this representation, on XX/XX/year> I transferred {$14000.00} into the account. It took sometime for funds to arrive to Robinhood, but despite this, my APY remained at 0 %.

Upon contacting support again, I was told that only direct deposit ( not manual transfers ) would give me the 3.5 % APY in XXXX XXXX account. This directly contradicted the prior advice from robinhood agent that I had received.

I reviewed the Robinhood Banking Agreement, which states : Achieving a higher relationship tier provides access to more competitive benefits. However, you must be enrolled in Direct Deposit and maintain an aggregate Direct Deposit amount of at least {$1000.00} every statement period to get these benefits.

This language explicitly ties the direct deposit requirement to achieving a higher relationship tier, which, based on Robinhoods own definitions, refers to the XXXX tier. There are only two tiers : standard and premiere. There is no clear disclosure that direct deposit is required to receive the advertised APY for Standard accounts. There is only a statement that for a "" higher tier '' the direct deposit is required.

Based on the above : - Robinhood advertised a 3.5 % APY for Standard Savings accounts without clearly disclosing any direct deposit requirement ; - I reasonably relied on that representation when transferring my funds ; - Robinhood later imposed undisclosed conditions and failed to honor the advertised rate ; - Customer support provided inconsistent and misleading information, further compounding the issue.

I believe this constitutes misleading advertising and a failure to provide clear and accurate disclosures regarding material account terms.

I request that Robinhood : 1. Honor the 3.5 % APY on my XXXX XXXX account for the period during which I maintained qualifying balances ; and/or 2. Provide compensation equivalent to the interest I would have earned at the advertised rate during that time.

I am prepared to provide supporting documentation, including screenshots of the advertised terms and records of my communications with customer support. 

Sincerely, XXXX",account_management,Checking or savings account,Savings account,Opening an account,Didn't receive terms that were advertised
"To Whom It May Concern, I am writing to formally dispute the charge from XXXX XXXX at Chase Bank provide a comprehensive account of the incident, the hotels negligence, and supporting evidence. I will focus solely on the facts and documentation relevant to this dispute, rather than extraneous information provided by the hotel.

My family and I have been loyal Chase customers for decades, and we have never filed a complaint of this nature. I respectfully request that you carefully review all attached documents, as they provide clear and compelling evidence supporting my claim.

1. Attempts to Resolve Amicably I made multiple efforts to resolve this matter directly with XXXX XXXX through emails and phone calls prior to checkout. When these attempts failed, we tried to contact the hotel on XX/XX/year>, leaving a message that went unanswered. Despite my efforts, the hotel has not taken responsibility for the incident.

Let us go over the documents XXXX XXXX provided to Chase. I will reference the pages attached for clarity and highlight, in yellow, the parts relevant to this matter. I will also highlight the emails they cherry-picked and didnot send.

2. Irrelevant Medical Billing Issues ( Page 1 ) I ask that Chase disregard any claims regardingthe Medical Bill that has been provided by * * * * * ( as the hotel is named ), as my doctors, insurance, and legal counsel are managing those matters. Once we identified that the urgent care facility may have added a different test or surcharge, we contacted them and resolved it.Chase has nothing to do with those matters.

This is not the reason for my dispute. Nevertheless, I am happy to clarify so that my trust relationship with Chase remains intact and so that XXXX XXXX attempts to manipulate the situation are clear, should a similar situation arise with another Chase customer. 
XXXX XXXX never had legal authority, nor status as a covered entity, business associate, or authorization to access, inquire, or verify any part of my medical, financial, or identifying information, whether directly or through third-party outreach. As explained inEmail 1, information shared with them was for context only, not formal validation, as I do not have all invoices and am still under treatment. 
Among other irregular actions, XXXX XXXX attempted to retrieve my medical information, which is highly inappropriate and potentially a misuse of private health information ( Pages 2 & 3 ) .HIPAA protects me unless I sign an authorization.The drivers license they had was from my first residence in XXXX XXXX and is outdated. I am confident Chase has my current information.

3. Incident and Hotel Negligence ( Pages 46 ) The purpose of my trip was ruined due to XXXX XXXX negligence. 
I havenever said that this accident happened while I was sleeping in bed.I was sleeping and woke up to get water from the mini bar, located inside the closet behind the doors, near the entrance. When I closed the closet door, a metal piece fell on my head. I reported this immediately to hotel staff around XXXXXXXX XXXX  and the interaction was documented on video. 
I did fim the aftermath and interactions with hotel staff, which were also sent to XXXX XXXX. I was in XXXX, XXXX, and unable to sleep for the remainder of my stay. According toXXXX XXXX  Login records, the incident occurred the night of check-in, and the hazard remained uncovered for all four nights.

I paid for asafe, habitable, and standard hotel room, but instead received a room that posed a direct, physical danger, resulting in injury. While I occupied the space, the hoteldid not fulfill the core promise of safe lodging.The presence of a safety hazard causing injury is amaterial breach of the implicit contract for accommodation, making the service unacceptable and justifying a full reversal of the charge.

4. Evidence Supporting My Claim Video Documentation ( Page 4 ) : I explained the incident clearly. Transcripts can be notarized if videos are not accepted.

Mechanical Engineering Report ( XXXX XXXX XXXX XXXX XXXX ) : They claim the sprinkler head was checked and secured ; attached photo of the metal piece proves otherwise. The report was created after the incident on XX/XX/year>. 

Photo Evidence ( Page 4 ) : Submitted for review. Additional images are available. 
XXXX XXXX attempted to mock irrelevant details about my eyes or photos. These distractions are irrelevant ; the focus is theunsafe, defective accommodation and resulting injury.

5. Incident Report and Hazard ( Page 6 ) The hotels incident report confirms thatthe SPRINKLER WAS LEFT UNCOVERED FOR THE REMAINDER OF MY STAY.I have documented proof of a serious safety hazard an exposed sprinkler piece that fell and injured me. This is not a simple complaint ; it is a clear case ofnegligence and failure to provide safe, habitable accommodation.

6. Cherry-Picked Documentation XXXX XXXX selectively sent documents to Chase, omitting full emails and videos. I have attached the complete correspondence for your review. Their attempt to expose and forward my medical history was inappropriate, as they have no authorization to access such information.

7. Legal and Contractual Basis for Dispute The service paid for safe, habitable lodging wasdefective and unsafe. 
The hotels negligence causedphysical

injuryand ruined the purpose of my trip. This dispute falls under the standard chargeback reason : Goods or Services Not as Described or Defective. The hotel failed in theirduty of care, a legal obligation to provide safe accommodations. 8. Summary and Request I respectfully request that Chase review the attached documentation in full : incident reports, photos, videos, engineering reports, and email correspondence.
XXXX XXXX own records demonstrateclear negligence and failure to provide safe lodging.I request a full refund for the stay.

I am happy to provide additional clarifications or answer any questions. Please contact me via phone or email if further information is needed. I trust Chase will act with the diligence and fairness that has made it a trusted institution for decades.

Thank you for your careful consideration.",account_management,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card
"I opened a savings account with Bank of America in XXXX  and was clearly informed by a bank representative at the time of account opening that there would be no monthly maintenance fee associated with the account. 

However, I later discovered that I was being charged a $ XXXX  monthly maintenance fee. This fee was not clearly disclosed to me when I opened the account, and I would not have opened the account had I been properly informed. 

After noticing the issue, I made multiple attempts to resolve it with the bank, including phone calls and in-person visits to a local branch. Initially, I requested refunds twice and those were granted. However, the bank continued to charge the monthly fee afterward. 

I repeatedly contacted the bank to stop these charges and to request additional refunds. In several instances, I did not receive responses to my inquiries, or I was given unclear or inconsistent explanations. Despite my efforts, the issue was not resolved, and the monthly fees continued to be charged. 

Over approximately three additional months, I was charged maintenance fees that were not refunded. Due to the banks failure to resolve the issue, I ultimately decided to close the savings account to stop further charges.

After closing the account, I contacted the bank again to request a refund of the remaining fees. My request was denied on the basis that the account had already been closed, and I was told they could not process a refund.

I believe this situation resulted from inadequate disclosure of account terms and a failure by the bank to properly address and resolve a recurring billing issue.",account_management,Checking or savings account,Savings account,Opening an account,Confusing or missing disclosures
I asked all statements of my account XXXX XXXX XXXX XXXX XXXX The company said it gon na email or mail me the statements. But i never received,account_management,Checking or savings account,Savings account,Managing an account,Problem accessing account
"In XXXX, I lost access to my XXXX account after a phone number change. I made attempts to recover access but was unsuccessful. Because I could not stop the charges through the merchant, I cancelled my debit card specifically to prevent further transactions. 

Despite cancelling the card, charges from XXXX continued to be processed using the same card information for an extended period of time, totaling approximately {$1200.00}. 

I disputed these transactions with Flagstar Bank and received over XXXX separate letters denying my claim with inconsistent determinations. A small number of charges were credited ( {$79.00} ) but the majority were denied. The bank 's primary reasoning for denial was based on Regulation E and a 60-day reporting window. 

However, this response does not address the core issue : transactions continued to be approved after debit card had already been closed. I took reasonable and appropriate steps to stop the unauthorized activity, yet the bank failed to prevent ongoing charges. 
I submitted a formal written complaint and a follow up reconsideration request, both of which were delivered to the bank via certified mail. I have not received a meaningful response addressing the continued approval of transactions on a closed card. Instead, I received additional form letters repeating the same denial. 

Formally closed the debit card to prevent further charges to my bank account. XX/XX/XXXX XX/XX/XXXX Contacted bank to pursue explanation of unauthorized charges totaling {$1200.00}. 
on a closed card. 
XX/XX/XXXX Bank account was credited {$79.00}. Started receiving over XXXX letters denying rest of charges. 
XX/XX/XXXX I Sent a formal letter of requesting a second review. 
XX/XX/XXXX Received a letter stating reason for full credit denial based on Regulation E. 
XX/XX/XXXX I Sent another letter to request a Reconsideration and to address and request a written explanation to the Bank 's determination of denial based on Regulation E. 
After XX/XX/XXXX, I received another XXXX letters to duplicate the ones received on XX/XX/XXXX.",account_management,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card
"Hello I actually have two ongoing issues with Current Bank. On XXXX XXXX j noticed a transaction that I didnt made for {$72.00}, XXXX . Once I realized the unauthorized transaction I reached out to a XXXX representative. After reviewing my issue the representative couldnt find the transaction matching my last four of my current Debit card. The rep then advised me to chat with my bank regarding this transaction. Well I was denied my refund request even providing them with all the information I had. I even requested another investigation and I was still denied. I dont understand if I have proof from XXXX stating they couldnt find the transaction why Current isnt trying to help me. My other issue with current is I noticed on my XXXX statement that Current is transferring money from my current bank account Im using now to my old bank account. I am aware of Current Deposit Account Agreement for the Right to set off '' if my old account has a negative balance. Im confused because I was issued a new a Bank account when Current changed Bank institutions. My old account isnt negative, and every debt has been paid. Still there is internal transfers to my old debit account every time I would leave money on here. Current would take from XXXX XXXX to upwards of XXXX XXXX. I also notice that they would credited funds as well. Am I wrong to feel like Im being scammed. I mean, it been awhile since I have my new account, why would they still have it active?",account_management,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card
"I am filing this complaint because Wells Fargo failed to properly investigate and resolve fraudulent electronic fund transfers totaling {$4000.00} from my checking account and denied my claim without providing an adequate explanation, despite the disputed transactions appearing on my account statement. 
On XX/XX/XXXX, I was selling a chair on XXXX XXXX when I was contacted by an individual posing as a buyer. During the transaction, I was deceived by a scammer impersonating XXXX XXXX support and was fraudulently induced into initiating transfers from my Wells Fargo account in the amounts of {$2000.00}, {$1000.00}, and {$1000.00}, totaling {$4000.00}. 
The scammer falsely represented that these transfers were part of a secure verification process required to receive payment for the item I was selling and assured me that the funds were safe and would be returned. I relied on these material misrepresentations when initiating the transfers. 
As soon as I realized I had been defrauded, I immediately contacted Wells Fargo to report the fraudulent transfers and requested an investigation. I also provided evidence supporting my claim, including account statements showing the disputed transactions, screenshots, and recorded evidence demonstrating that the transfers were induced by false representations. 
Despite this, Wells Fargo denied my claim and stated that it did not see the {$4000.00} in withdrawals, even though the disputed transfers are clearly reflected on my checking account statement. Wells Fargo did not explain how it reviewed my claim, what transactions were reviewed, why the statement-documented transfers were not recognized, or why the evidence I submitted was disregarded. 
Wells Fargos response indicates that it failed to conduct a reasonable investigation of the disputed transfers and failed to provide the basis for its denial. Although I physically initiated the transfers, my authorization was obtained through fraudulent impersonation and material misrepresentation. Wells Fargo failed to meaningfully review the evidence that these transfers were fraudulently induced. 
I am requesting that Wells Fargo : Reopen and conduct a full investigation into the XXXX disputed transfers totaling {$4000.00} Provide the records and findings relied upon in denying my claim Reimburse the {$4000.00} removed from my account as a result of this fraud I have also filed reports with the FTC and local law enforcement and am prepared to provide all supporting documentation, including statements, screenshots, and evidence of the scam.",account_management,Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed
I did i mobile deposit on XX/XX/XXXX and capital bank is telling me that I will not have acess to theese fund until XX/XX/XXXX. That is over XXXX  months for a hold! I have never herd of suck thing and when I call to ask for the reasoning they cant give me a straight answer only that they need to talk to the other party that wrote the check in order to release the funds. I have talked to the one who wrote the check and she said they have already took the funds out of her account but still refuses to let me have acess to my funds. The check is for {$1000.00} and they are acting like its a XXXX dollar check or something.,account_management,Checking or savings account,Checking account,Managing an account,Cashing a check
"I am filing a complaint against Truist regarding what I believe to be an improper extended hold placed on a check deposit in violation of Regulation CC. 

On Sunday, XX/XX/XXXX, I deposited a {$400.00} mobile check from a XXXX XXXX refund. When I called the next day to ask about the 7 day hold, I was informed that the funds would be available within 1-2 days. However, after waiting the check was still placed on a 7-day hold without proper justification. 

I was told the hold was due to repeated overdrafts. This is inaccurate. My account has only been overdrawn for 3 days, which does not meet the Regulation CC threshold of 6 or more days required to classify an account as repeatedly overdrawn. I was also told that my account was considered new because it is less than two years old. This is inconsistent with Regulation CC, which defines a new account as one open for less than 30 days.

I requested that the check be verified, including confirmation of the routing number, and asked that the funds be released based on that verification. The bank manager refused both to verify the check and to release the funds, without providing a valid explanation that aligns with Regulation CC guidelines. 

Based on these facts, I believe Truist has improperly applied an extended hold and failed to follow federal funds availability requirements. I am requesting that this matter be investigated, that the bank provide a valid justification for the hold, and that appropriate corrective action be taken.",account_management,Checking or savings account,Checking account,Managing an account,Cashing a check
"( Cash App ) - Ive had an account with Cash App since approximately XXXX one of those years. Somehow my account was closed, and Im not sure why. I kept reaching out to them for information and they still wont say why. I havent done anything fraudulent on Cash App and etc,. Every time I reached out, they never gave me a direct answer nor information on why my account was closed. I would like to know why was my account closed, and what did I do wrong for them to close my account.",account_management,Checking or savings account,Checking account,Managing an account,Problem accessing account
"I opened a new checking account with Truist in XX/XX/XXXX based on a promotional bonus offer. I followed all stated requirements, including using the promotional link/code during application, completing more than XXXX debit card transactions, and setting up qualifying payroll direct deposit exceeding the required amount. 

I completed all qualifying transactions well within the required XXXX window and have kept my account active since opening. 

Today, XX/XX/XXXX, I contacted Truist regarding the missing bonus. I was informed that there is either no promotional code associated with my account or that the code used was expired, and I was asked to provide a saved promo code as proof. I did not retain a separate record of the code, as it was entered during the online application process. 

I believe I met all eligibility requirements and request a review of my account activity and the original promotional terms to determine my qualification for the bonus.",account_management,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed
"Back in XXXX I placed an order for a product with XXXX, received a damaged item and I sent it back. Almost 3 months later I still havent received my refund so I contacted Wells Fargo as the company clearly has no intention of giving me my money back and despite mentioning all the proof I had of XXXX basically scamming me Wells Fargo said they couldnt do anything for me or get me my money back. The first time they said because the company blocked it and I called to see if there was any other update and they still never got me my money back. So I am out of {$120.00}. ZERO compassion, given that I provided more then enough proof for a refund.",account_management,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed
